id,item_number,name_he,excel_name,description_he,image_url,was_active
"ec4f5e10-3e0d-42cb-8bd2-1afccfc600e0","E164-018C","מקדח יהלום Endo לטורבינה - 5 יח","E164-018C","","","true"
"2a6e4c2c-6963-4aae-b565-975885d3de92","E165-014C","מקדח יהלום Endo לטורבינה - 5 יח עם ראש בטוח","E165-014LC","","","true"
"08b46b0a-ac63-4b59-a6e7-13f9ae35eb94","HP.CC0011740","CC001-040M  Curbide cutter - Medium Cross Cut","HP.CC0011740","","","true"
"6267ffff-b84f-4eb5-8395-5f1278a0d29d","HP.CC0011750","Curbide cutter - Medium Cross Cut","HP.CC0011750","","","true"
"fd016a5f-060d-4323-b019-069be2ff0f0f","HP.CC1751923","Curbide cutter - Medium Cross Cut","HP.CC1751923","","","true"
"ac1cce97-e661-49fe-86c6-e3409dc609c4","HP.CC1941940","Curbide cutter - Medium Cross Cut","HP.CC1941940","","","true"
"1c294482-f6d7-4b47-a458-4e195c3ee041","HP.CC2001140","Curbide cutter - Extra Fine Cross Cut","HP.CC2001140","","","true"
"4924888b-04b3-4847-81d2-bc7f6bc1bfe9","HP.CC2001450","Curbide cutter - Fine Cross Cut","HP.CC2001450","","","true"
"2383d35e-6568-48a8-a05b-72f830638251","HP.CC2011460","Curbide cutter - Fine Cross Cut","HP.CC2011460","","","true"
"43a39361-2313-47d3-b046-06e638c75cfd","HP.CC2011960","Curbide cutter - Medium cross cut","HP.CC2011960","","","true"
"9470d2d5-58d6-4368-b099-051c8522620d","HP.CC2012260","Curbide cutter - Double Cut COarce","HP.CC2012260","","","true"
"6420cbd7-d1de-4cee-a0c7-d4ae05870abf","HP.CC2431450","Curbide cutter - Fine cross cut","HP.CC2431450","","","true"
"851a6039-a600-42be-9459-3f3b6c9b0ba7","HP.CC2571440","Curbide cutter - Fine Cross Cut","HP.CC2571440","","","true"
"bac69b37-b162-42e1-93f3-fe2d9b58265a","HP.CC2741160","Curbide cutter - Extra Fine Cross Cut","HP.CC2741160","","","true"
"60465d5c-29f8-42b9-9708-e1076a1f2427","HP.CC2741950","Curbide cutter - Medium Cross Cut","HP.CC2741950","","","true"
"e101c64f-fa36-4eed-8a54-3178280c0c1b","HP.CC2742260","Curbide cutter - Double Cut Coarse","HP.CC2742260","","","true"
"c1578bca-0466-4db4-a816-67e4842173ab","HP.CC2921440","Curbide cutter - Fine Cross Cut","HP.CC2921440","","","true"
"295cb627-e1aa-434c-b99e-b70b7cb97211","Z001-018ZRT","מקדח ZIRKONIT לחיתוך זירקוניה - יח5","Z001-018ADJ","","","true"
"a026da4a-406c-4f86-a311-48859a574559","Z001-022ADJ","מקדח ZIRKONIT לאיזון זירקוניה - יח5","Z001-022ADJ","אורך פעיל - 2.2 מ""מ","","true"
"fa9f5e10-227e-430d-aa10-ff4d042ed584","Z141-012ZRT","מקדח ZIRKONIT לחיתוך זירקוניה - יח5","Z141-012ZRT","","","true"
"d373a510-aaf2-4cd2-8ed1-eb9b58360fb8","Z141-014ZRT","מקדח ZIRKONIT לחיתוך זירקוניה - יח5","Z141-014ZRT","","","true"
"f238e413-c367-4042-9308-f0dff7634cd8","Z198-018ADJ","מקדח ZIRKONIT לאיזון זירקוניה - יח5","Z198-018ZRT","3","","true"
"d000ab32-d979-459d-bea6-b39bf313f72b","Z198L-016ADJ","מקדח ZIRKONIT לאיזון זירקוניה - יח5","Z198L-016ADJ","אורך פעיל - 9 מ""מ","","true"
"546dc91c-6f17-48c9-8033-6daeba493f16","Z225-018ADJ","מקדח ZIRKONIT לאיזון זירקוניה - יח5","Z225-018ADJ","4 אורך פעיל - 5 מ""מ","","true"
"4f428f35-44fc-47ff-bf28-2c758ecae620","Z246-014ADJ","מקדח ZIRKONIT לאיזון זירקוניה - יח5","Z246-014ADJ","2 אורך פעיל - 2.7 מ""מ","","true"
"712b0afb-ea42-4f44-9949-5f5b19edb950","Z257-023ADJ","מקדח ZIRKONIT לאיזון זירקוניה - יח5","Z257-023ADJ","","","true"
"b1dbacf8-cd57-4f64-adcc-8ffddfa33915","Z276-031ADJ","מקדח ZIRKONIT לאיזון זירקוניה - יח5","Z276-031ADJ","אורך פעיל - 6.2 מ""מ","","true"
"890141c3-37cd-447d-bdb0-9b532afe8347","Z277-023ADJ","מקדח ZIRKONIT לאיזון זירקוניה - יח5","Z277-023ADJ","2 אורך פעיל - 4.5 מ""מ","","true"
"392b97cb-24ed-4136-9205-770aeb8980ea","Z298-021ADJ","מקדח ZIRKONIT לאיזון זירקוניה - יח5","Z298-021ADJ","2 אורך פעיל - 8 מ""מ","","true"
"b406001e-aff9-447d-9346-eb04aa5d4866","Z540-010ADJ","מקדח ZIRKONIT לאיזון זירקוניה - יח5","Z540-010ADJ","אורך פעיל - 4 מ""מ","","true"
"d39f8f2a-788d-45b4-a903-99c4650ca39e","HEATERS","סט גופי חימום לאוטוקלב","DZP KIT","","","true"
"d39f8f2a-788d-45b4-a903-99c4650ca39e","HEATERS","סט גופי חימום לאוטוקלב","DCP KIT","","","true"
"d39f8f2a-788d-45b4-a903-99c4650ca39e","HEATERS","סט גופי חימום לאוטוקלב","DLP KIT","","","true"
"64873c2f-918b-4684-8136-c19637ba1ae2","PLC101HG","גומיות לזויתן לליטוש קומפוזיט - 12יח  Hi-Gloss  DISC","PLC101HG","","","true"
"2ce23835-3e2b-4023-824d-136757ac6e0f","PLC510SF","גומיות לזויתן לליטוש קומפוזיט - 12יח  Silk-Finish CONE","PLC510SF","","","true"
"d9d1324b-6443-425f-8f0d-a86c2085dbb4","PLL510HG","גומיות לזויתן עם יהלום לליטוש E-MAX וחרסינה - 12יח","PLL510HG","","","true"
"7d335d18-bec3-438e-8722-891c16d9ebff","PLL510SF","גומיות לזויתן עם יהלום לליטוש E-MAX וחרסינה - 12יח","PLL510SF","","","true"
"ef8a2b16-8aa0-4b71-ad38-141dbad78fca","PLZ510HG","גומיות ליטוש פולישרס - חבילה 12יח","PLZ510HG","","","true"
"dcd93084-e032-46e1-8832-0510aa381f61","PLZ510SF","גומיות ליטוש פולישרס - חבילה 12יח","PLZ510SF","","","true"
"18a512c1-72b1-4fe0-8354-175100d11f42","DBUDHGF","גומיות לזויתן בצורת מברשת עם יהלום לליטוש נאנו קומפוזיטים - 10יח","DBUDHGF","","","true"
"2b6648e2-fb40-4da5-b75f-636813a0ec19","DCP14SF","גומיות לזויתן בצורת שבשבת עם יהלום לליטוש נאנו קומפוזיטים - 10יח","DCP14SF","","","true"
"c3664b7f-ff3d-4787-881b-32138d4e3d46","DCP14HG","גומיות לזויתן בצורת שבשבת עם יהלום לליטוש נאנו קומפוזיטים - 10יח","DCP14HG","","","true"
"73fc4d30-6930-4327-b9ad-90234714fe2e","SSP-60C-M1","סטריפים - 10יח","SSP-60C-M1","","","true"
"76b02915-7c2c-42f1-a60d-3dd1272f1792","200-022C","מקדח יהלום - 5 יח","200-022C","","","true"
"6f26a0b2-7e7a-4b6a-bb0a-602d0a1f67c5","173-016C","מקדח יהלום - 5 יח","173-016S(Short)","","","true"
"992f8e06-1d56-46f1-a82f-27b9ae5fc95a","197-018SC","מקדח יהלום קצר  - 5 יח  C2S/C","197-018S (Short)","","","true"
"c317f97b-54f1-48e0-92cf-3547c4ae3521","199-010F","מקדח יהלום - 5 יח","199-010S(Short)","מקדח קצראורך פעיל - 10 מ""מ","","true"
"7abee7d3-7df6-42f9-badc-4e4725a3e3e3","199-014XC","מקדח יהלום - 5 יח","199-014S(Short)","13 13 אורך פעיל - 10 מ""מ","","true"
"14a1c265-f1f8-45af-a881-16a80c2a7033","199-016C","מקדח יהלום - 5 יח  F1RC","199-016S(Short)","1 1 1 1 1 אורך פעיל - 10 מ""מ","","true"
"b69a6039-5d03-4240-96cc-37d7fc04d934","199-019SC","מקדח יהלום Short - יח5   F2RC","199-019S(Short)","2 2 אורך פעיל - 10 מ""מ","","true"
"3a462db4-d924-44ef-a29e-7936d745780a","H109-010XC","מקדח הליקס - 5 יח","H109-010","אורך - 19 מ""מאורך פעיל - 4 מ""מ","","true"
"3b4d55e6-e672-4a33-8373-0aaa0fb8f86d","H110-012SXC","מקדח הליקס - 5 יח","H110-012","אורך - 19 מ""מ אורך פעיל - 7 מ""מ","","true"
"25b7b2dc-7336-47e3-9b20-1feadd861b0e","H111-014XC","מקדח הליקס - 5 יח","H111-014","אורך - 21 מ""מאורך פעיל - 8 מ""מ","","true"
"9051b1e2-8a9f-4f59-afa2-9c92f8464a22","H130-012SXC","מקדח הליקס - 5 יח","H130-012","אורך - 19 מ""מאורך פעיל - 8 מ""מ","","true"
"6864ecfa-9d50-4bbd-bfcf-db1b0bded1d2","H131-014XC","מקדח הליקס - 5 יח","H131-014","אורך - 21 מ""מאורך פעיל - 8 מ""מ","","true"
"5f573995-9d18-47d2-b6a2-8c0faa6b6c36","H140-012SXC","מקדח הליקס - 5 יח","H140-012","אורך - 21 מ""מ אורך פעיל - 6 מ""מ","","true"
"e392e495-c5a6-4c54-a287-58e42dd5ff7f","H197-020C","מקדח הליקס - 5 יח","H197-020","אורך - 16 מ""מאורך פעיל - 6 מ""מ","","true"
"465a9cb4-48e1-4d4b-8200-e20696c5c37d","H198-019SXC","מקדח הליקס - 5 יח","H198-019","","","true"
"61fe801e-1ae9-40ee-82ed-5cf26f527358","H198-022XC","מקדח הליקס - 5 יח","H198-022","","","true"
"465a9cb4-48e1-4d4b-8200-e20696c5c37d","H198-019SXC","מקדח הליקס - 5 יח","H198-019(Short)","","","true"
"8f872c16-142f-4f3d-bd60-91f0347373f8","H199-014SXC","מקדח הליקס - 5 יח","H199-014","","","true"
"7cf637b3-0fb8-4ac9-9637-7c887df16480","H249-012SXC","מקדח הליקס - 5 יח","H249-012","אורך - 21 מ""מאורך פעיל - 8 מ""מ","","true"
"bf789716-0d9b-41db-901f-01bdc3278226","H250-012SXC","מקדח הליקס - 5 יח","H250-012","אורך - 21 מ""מ אורך פעיל - 10 מ""מ","","true"
"61e4894a-cc2a-4457-8afd-190b0316ca41","H257-023C","מקדח הליקס - 5 יח","H257-023","אורך - 19 מ""מאורך פעיל - 5 מ""מ","","true"
"7fd0044f-a15d-4bb1-a299-40c5bbcdcce5","H299-018XC","מקדח הליקס - 5 יח","H299-018","אורך - 19 מ""מ אורך פעיל - 10 מ""מ","","true"
"4672dbe5-c133-4a83-8e3c-9b5b891493d0","JI-J4QC","טורבינה ראש מיני J4 JINME","jinme j4","ראש קטן במיוחד, מיסבים גרמניים,ציפויי טיטניום, אחריות לשנה.","","true"
"38fd4182-8f9a-4879-a0c7-71e2b06c2ee7","JI-J4QCLED","טורבינה ראש מיני עם אור J4QC","jinme j4","ראש קטן במיוחד, מיסבים גרמניים,ציפויי טיטניום, אחריות לשנה.","","true"
"cf9b5883-fbe9-4496-9452-af213abae902","JI-J5","טורבינה 4 חוריםGENERATOR LED J5","jinme j5","טורבינה חזקה במיוחד,מיסבים גרמניים,תאורת לד דינמו,חיבור מהיר + פיית שימון כלולים","","true"
"8eed4f6e-034c-4ecb-a4c4-840560050363","JI-J5QC","טורבינה 4  חוריםGENERATOR  LED J5 חיבור מהיר","jinme j5","טורבינה חזקה במיוחד,מיסבים גרמניים,תאורת לד דינמו,חיבור מהיר + פיית שימון כלולים","","true"
"797e2585-1410-4820-bfae-76644caa7e22","JI-CA15L","זויתן מגביר מהירות JINME 1:5  F.O","jinme 1 : 5 handpiece","זוויתן מגביר מהירות, יחס תמסורת - 1:5,ראש קטן במיוחד! -12.7 מ""מ בלבד! תאורה פייב","","true"
"4b641587-f02d-41ad-82fc-ab73e7f35aaf","JI-CA15LM","זויתן JINME 1:5  F.O ראש קטן","jinme 1 : 5 handpiece","זוויתן מגביר מהירות, יחס תמסורת - 1:5,ראש קטן במיוחד! -12.7 מ""מ בלבד! תאורה פייב","","true"
"57e9e200-d30c-4468-b6bc-e59bcaa8e80f","JI-J1PLUS","טורבינה JINME J1 PLUS ללא אור","jinme j1 plus","ציפויי טיטניום, חיבור 4 - חורים.","","true"
"01849640-b3e3-4cb0-98c0-5cebd7b4478b","JI-J45LED","טורבינה כירורגית 45 מעלות 4 חורים  LED","jinme j45","טורבינה כירורגית - בעלת ראש בזווית 45 מעלות! תאורת לד דינמו, פליטת אוויר אחורית ","","true"
"f018af4a-351f-4ac9-9287-ae5bbc58d817","JI-J45LEDQC","טורבינה כירורגית 45 מעלות 4 חורים LED עם חיבור מהיר","jinme j45","טורבינה כירורגית - בעלת ראש בזווית 45 מעלות! תאורת לד דינמו, פליטת אוויר אחורית ","","true"
"e3c02042-1876-41a4-ac52-88e52b961713","JI-J45TU","טורבינה כירורגית 45 מעלות 4 חורים ללא אור","jinme j45","טורבינה כירורגית - בעלת ראש בזווית 45 מעלות! תאורת לד דינמו, פליטת אוויר אחורית ","","true"
"033ecd88-4dfb-44ce-a52c-238bccd44fa3","MK-HC20KL","טורבינה Mk-Dent CLASSIC LINE עם תאורה FO חיבור KAVO","Mk - Dent classic line","טורבינה חזקה ושקטה במיוחד! ציפויי טיטניום, מיסבים קרמיים - בעלי תוחלת חיים ארוכה","","true"
"4012deaa-e360-4245-8380-537cb6eeca35","MK-HP21KL","טורבינה MK-dent PRIME LINE עם תאורה FO, חיבור KAVO","Mk-DENT Prime line","הטורבינה השקטה בעולם! חזקה במיוחד! בעלת מערכת ויסות לחץ אוטומטית.","","true"
"3d52cd4f-036b-4fdf-aaf3-189fb1b4604a","MK-HP21SL","טורבינה Mk-Dent PRIME LINE עם תאורה FO, חיבור SIRONA","Mk-DENT Prime line","הטורבינה השקטה בעולם! חזקה במיוחד! בעלת מערכת ויסות לחץ אוטומטית.","","true"
"16b18da1-d67c-4230-98b6-39be2795e4bf","MK-HP21NL","טורבינה Mk-Dent PRIME LINE עם תאורה FO, חיבור NSK","Mk-DENT Prime line","הטורבינה השקטה בעולם! חזקה במיוחד! בעלת מערכת ויסות לחץ אוטומטית.","","true"
"8e746f7c-4329-4654-b62f-8339226db457","MK-HP21WL","טורבינה Mk Dent PRIME LINE עם תאורה FO, חיבור W&H","Mk-DENT Prime line","הטורבינה השקטה בעולם! חזקה במיוחד! בעלת מערכת ויסות לחץ אוטומטית.","","true"
"7621b9ba-a282-4d61-a6e2-3c20a489b7e8","MK-HP22KL","טורבינה MK DENT PRIME LINE עם תאורה FO, ראש קטן חיבור KAVO","Mk-DENT Prime line","הטורבינה השקטה בעולם! חזקה במיוחד! בעלת מערכת ויסות לחץ אוטומטית.","","true"
"545da429-7733-4f94-aa18-d4e4bbfd7d67","JI-CA11L","זויתן JINME FO L1:1 עם אור פייבר אופטי","jinme 1:1 fiber optic","יחס תמסורת 1:1, תאורה פייבר אופטי, יציאת מים פנימית, מיסבים קרמיים, פתיחה באמצעו","","true"
"ad719487-ccdf-4afd-ab9e-aac67c4f8149","JI-CA201L","זוויתן השתלות 20:1 פייבר אופטי JINME","jinme 20 : 1 contra angle handpiece (FO)","זוויתן השתלות - יחס תמסורת 20:1, תאורה פייבר אופטית,","","true"
"88795159-a567-4d46-821c-740040b54a58","AG-6950C","anthogyr SAFE RELAX חולץ כתרים/גשרים אוטומטי","Safe Relax","מסיר כתרים וגשרים אוטומטי ואטראומטי, המכשיר המהיר בעולם מסוגו, מספק נוחות מקסימל","","true"
"8634489e-3bfa-4334-b058-9d4b1d5e92de","AG-6961C","anthogyr SAFE RELAX חולץ כתרים/גשרים אוטומטי","Safe Relax","מסיר כתרים וגשרים אוטומטי ואטראומטי, המכשיר המהיר בעולם מסוגו, מספק נוחות מקסימל","","true"
"7d9fb4c0-97b2-4dd5-b97d-d26cc282a7a1","JI-J6K","טורבינה JINME J6 חיבור KAVO","jinme j6","מיסבים גרמניים, ציפויי טיטניאום, חזקה במיוחד, אחריות לשנה - מגיע בשני גירסאות - ","","true"
"2e4a1774-f0bf-4c04-bcf7-f23e4b095460","JI-J6N","טורבינה JINME J6 חיבור NSK","jinme j6","מיסבים גרמניים, ציפויי טיטניאום, חזקה במיוחד, אחריות לשנה - מגיע בשני גירסאות - ","","true"
"01a4a8a4-f1ac-414e-ae4b-cff0b016beff","LED-10100.301","Electrosurgical Unit SURTRON 160 BIPOLAR","Surtron 80/120/160","מכשיר מיוחד המאפשר חיתוך של רכמות רכות, וצריבה של כלי דם. יחד עם המכשיר תקבלו גם","","true"
"3030ceee-d3e0-4764-a79d-670181cc2312","LE-10100.051","Electrosurgical Unit SURTRON 50 D","Surtron 50d","מערכות בטיחות ארגונומיות יוצאות מן הכלל, מיועד לניתוחים מונופולריים, סט אלקטרודו","","true"
"b5586ba3-5f2c-49be-ae74-72de16c3814b","LE-10100.081","Electrosurgical Unit SURTRON 80 D","Surtron 80d","מערכות בטיחות ארגונומיות יוצאות מן הכלל, מיועד לניתוחים מונופולריים, סט אלקטרודו","","true"
"31cf352c-a0f5-4878-9230-2067b0dee6e1","MK-SC21E","ידית לסקילר MK-dentGERMANY תואם EMS","MK - DENT  (EMS) - Scaler handpiece","מכשיר להסרת אבנית ופלאק, תואם חיבור - EMS.","","true"
"94019a7d-38a5-4dbc-bb32-f44e83503f37","MK-SC21S","ידית לסקילר MK-dentGERMANY תואם SATELEC","MK - DENT (Satalec) - Scaler handpiec","מכשיר להסרת אבנית ופלאק, תואם חיבור -SATALEC","","true"
"c3c48418-5e84-498c-b7a1-c96c839419e6","MK-SC21EL","ידית לסקילר MK-dentGERMANY תואם EMS עם תאורת LED","MK - DENT (EMS)- Scaler handpiece (with light)","מכשיר להסרת אבנית ופלאק, תאורת לד, תואם חיבור - EMS.","","true"
"162c8db4-e819-442c-8d69-0ffd91abb1e9","MK-SC21SL","ידית לסקילר MK-dentGERMANY תואם SATELEC עם תאורת LED","MK - DENT  satalec - Scaler handpiece (with light)","מכשיר להסרת אבנית ופלאק, תאורת לד, תואם חיבור - SATALEC.","","true"
"2f85e8d2-be26-438f-a86a-a809274a4346","CN-KEY SAT","מפתח טורק לטיפים","Scaler Torque key","מפתח מומנט טורק לסקיילר,ניתן לסיטרול .","","true"
"3d755f59-9fba-4a19-a9fa-07a1c64853fd","SC-I-EM","טיפ EMS חברת SCORPION - אוניברסלי","טיפ אוניברסלי לסקילר","","","true"
"5e42ea59-a414-4df1-8974-4fa2e37da5ac","WP-P1","טיפ פריו P1 לסקיילר תואם  EMS","טיפ פריו לסקילר","","","true"
"f10fb7f2-a799-4ce7-95ef-f0c329dc7631","JI-CA142EWL","זויתן JINME 1:4.2 מעלות 45 מים חיצוניים","Jinme 1:4.2 Contra angle","זוויתן כירורגי מגביר מהירות בעל ראש בזווית של 45 מעלות, בעל מיסבים גרמניים ותאור","","true"
"ebcdf3d7-5ccd-4679-9a72-f31f05c0487b","JI-CA142IWL","זויתן JINME 1:4.2 מעלות 45 מים פנימיים","Jinme 1:4.2 Contra angle","זוויתן כירורגי מגביר מהירות בעל ראש בזווית של 45 מעלות, בעל מיסבים גרמניים ותאור","","true"
"7068c682-505b-46ff-b2dd-56d29b72d5e4","JI-M1","מנוע אוויר JINME מים חיצונים","jinme air motor","ידית בעלת יכולת סיבוב 360 מעלות! מהירות מירבית - 20,000 RPM.","","true"
"cb4e31c4-1bce-4c43-8d56-15cc02d580bc","JI-EM","מנוע חשמלי JINME","jinme External electric motor set","מנוע חשמלי של חברת(Jinme) 4 מצבי עבודה - 1:1,1:5,16:1,20:1. שקט ועוצמתי במיוחד, ","","true"
"cb4e31c4-1bce-4c43-8d56-15cc02d580bc","JI-EM","מנוע חשמלי JINME","jinme Internal electric motor set","מנוע חשמלי של חברת(JINME), 2 מצבי עבודה - 1:1/1:5, מותקן אל תוך היוניט.","","true"
"ddd58b1d-05b9-4e2f-99d9-aea30b4a1762","JI-QCK","חיבור מהיר JINME תואם KAVO עם LED קבוע","jinme - Kavo Quick connector","חיבור מהיר - תואם חיבור Kavo.","","true"
"bb57ff94-da9d-4004-80ac-c0e2da5e8948","JI-QCN","חיבור מהיר JINME לטורבינות NSK עם LED קבוע","jinme - NSK Quick connector","חיבור מהיר - תואם חיבור NSK.","","true"
"76e9da62-0215-4c14-9487-f342182728f9","w&h-r924","חיבור מהיר פיבר אופטיק W&H","Mk-dent - W&H Quick connector","חיבור מהיר - תואם חיבור W&H.","","true"
"95981d23-fd16-4313-830a-f2c72efb3e98","SA-SIP10","פיזיודיספנסר SAESHIN Traus SIP10 כולל זויתן","Saeshin Traus sip 10 - implant motor set (NON - OPTIC)","פיזיודיספנסר של חברת סאיישין, מנגנון הגנה מפני עומס יתר, מערכת כיול אוטומטי,טורק","","true"
"d8eb14d8-6755-423d-95ec-b08f6929f1e0","SA-SIP20","פיזיודיספנסר SAESHIN Traus SIP20 עם אור כולל זויתן","Saeshin Traus sip 20 - implant motor set(optic)","פיזיודיספנסר של חברת סאיישין,תאורת לד, מנגנון הגנה מפני עומס יתר, מערכת כיול אוט","","true"
"74a475d8-73cb-482e-b9a3-db2dab54d17b","SA-SUS20","Traus Piezo SUS20","Traus SuS 20 - piezoSurgery","פיאזוסארג'רי של חברת סאיישין, מבצע חיתוך עוצמתי ומדוייק, ידידותי למשתמש,יחד עם ה","","true"
"1501c28b-62ff-4371-830c-db3e418c4acd","SA-FORTE400P","מנוע טכני SEASHIN FORTE 400P","Forte 400 p","מנוע טכני למעבדות, מהירות - עד 50,000 RPM,מנוע שקט ועוצמתי!","","true"
"192c2390-abb5-4743-b114-b5e63cf41f90","SA-SP-E1","Extraction Piezo Tip","extraction tip","טיפ ישר לעקירות.","","true"
"90584338-2f6e-4255-aa71-9b9e907c87d8","SA-SP-E1L","Piezo Tip - Extraction E1 Left","block bone/ridge expension (Left)","טיפ מעוקל שמאלה לחיתוך בלוקי עצם.","","true"
"fcaff926-1ac4-407e-a68c-e14915ff909c","SA-SP-E1R","Piezo Tip - Extraction E1 Right","block bone/ridge expension (Right)","טיפ מעוקל ימינה לחיתוך בלוקי עצם.","","true"
"59e3a045-cc52-4a51-8eee-e86eb60f870c","SA-SP-401D","Piezo Tip - Sinus Lift","Sinus Lifting (Ball)","טיפ יהלום כדורי להרמות סינוס.","","true"
"111edec7-54c2-44ba-a64b-705656814f46","SA-SP-SAWR","Rounded MICRO-SAW, Bone blockGrafting","block bone/ridge expension (RD)","טיפ מסור בעל קצה מעוגל ודק לחיתוך עצם.","","true"
"1bb50c02-fb58-4fc8-a587-e37903e21dba","SA-SP-SAW","Powerful bone surgery, Bone blockGrafting RS2","block bone/ridge expension","טיפ לחיתוך בלוקי עצם.","","true"
"c347bcdf-6107-4fb8-9d89-e73b00921776","JI-CA201","זויתן השתלות 20:1 JINME ללא אור","jinme 20 : 1 contra angle handpiece","זוויתן השתלות עוצמתי של חברת Jinme. יחס תמסורת 20:1, תאורה פייבר אופטית, טורק מק","","true"
"b9c0e87e-83f0-4e84-8fea-be503f6fb979","YE-C200","אבמטיה אולטרסוניק YESON C200","Yeson Ultrasonic cleaner","אמבטיה אולטראסוניק של חברת YESON, קלה לשימוש, נפח - 2.5 ליטר.","","true"
"4f9bffec-7b69-41df-a16f-d21c1ca6665e","YE-E1","אוטוקלב YESON 3L Class B","autoclave (3L)","אוטוקלאב CLASS - B של חברת YESON, נפח - 3 ליטר, מהיר במיוחד - סייקל כולל ייבוש ב","","true"
